what,kind,bundleId,bundleVersion,description,time
started,bundle,com.adobe.flexbuilder.services.StaticContentService,4.0.1.277662,com.adobe.flexbuilder.services.StaticContentService,1291108373377
started,bundle,com.adobe.flexbuilder.services.WEBService,4.0.1.277662,com.adobe.flexbuilder.services.WEBService,1291108373482
started,bundle,com.adobe.flexbuilder.axis2,4.0.1.277662,com.adobe.flexbuilder.axis2,1291108374459
started,bundle,com.adobe.flexbuilder.DCDService,4.0.1.277662,com.adobe.flexbuilder.DCDService,1291108374635
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.import,1291108374730
started,bundle,com.adobe.flexide.playerview,4.0.1.277662,com.adobe.flexide.playerview,1291108375009
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291108388026
activated,editor,com.adobe.flexbuilder.mxml.editor,4.0.1.277662,com.adobe.flexbuilder.editors.mxml.MXMLEditor,1291108388132
opened,view,com.adobe.flexbuilder.as.editor,4.0.1.277662,com.adobe.flexbuilder.packageexplorer,1291108400587
opened,view,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views.ContentOutline,1291108400816
activated,perspective,com.adobe.flexbuilder.mxml.editor,4.0.1.277662,com.adobe.flexbuilder.editors.mxml.ui.perspectives.development,1291108400938
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1291108402097
activated,view,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.DebugView,1291108402144
activated,editor,com.adobe.flexbuilder.mxml.editor,4.0.1.277662,com.adobe.flexbuilder.editors.mxml.MXMLEditor,1291108402172
started,bundle,org.eclipse.wst.sse.core,1.1.303.v200901290024,org.eclipse.wst.sse.core,1291108402383
activated,view,com.adobe.flexbuilder.as.editor,4.0.1.277662,com.adobe.flexbuilder.packageexplorer,1291108405360
started,bundle,org.eclipse.compare,3.4.1.r34x_20090121,org.eclipse.compare,1291108431105
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291108433480
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291108433511
activated,view,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views.ContentOutline,1291108443150
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291108453651
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291108481148
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.import,1291108481165
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291108488828
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291108546921
