what,kind,bundleId,bundleVersion,description,time
executed,command,com.adobe.flexbuilder.launching.ui,4.0.1.277662,com.adobe.flexbuilder.apollo.debug.apolloLaunchShortcut.debug,1291091888954
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291091892159
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291091893642
activated,editor,com.adobe.flexbuilder.mxml.editor,4.0.1.277662,com.adobe.flexbuilder.editors.mxml.MXMLEditor,1291091893765
activated,perspective,com.adobe.flexbuilder.debug.ui,4.0.1.277662,com.adobe.flexbuilder.debug.ui.perspectives.debug,1291091893766
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291091897951
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291091898945
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1291091923013
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291091924336
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291091928191
activated,editor,com.adobe.flexbuilder.mxml.editor,4.0.1.277662,com.adobe.flexbuilder.editors.mxml.MXMLEditor,1291091928217
activated,view,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.DebugView,1291091929917
executed,command,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.commands.Resume,1291091930032
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291091931953
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291091991325
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291091995698
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291091998152
started,bundle,org.eclipse.mylyn.ide.ant,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.ide.ant,1291091998215
started,bundle,org.eclipse.mylyn.java.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.ui,1291091998232
started,bundle,org.eclipse.mylyn.resources.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.resources.ui,1291091998330
closed,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291091998832
stopped,bundle,com.adobe.flexbuilder.services.CFService,4.0.1.277662,com.adobe.flexbuilder.services.CFService,1291092000084
stopped,bundle,com.adobe.flexbuilder.services.BlazeDSService,4.0.1.277662,com.adobe.flexbuilder.services.BlazeDSService,1291092000084
stopped,bundle,com.adobe.flexbuilder.services.LCDSService,4.0.1.277662,com.adobe.flexbuilder.services.LCDSService,1291092000084
stopped,bundle,com.adobe.flexbuilder.services.WEBService,4.0.1.277662,com.adobe.flexbuilder.services.WEBService,1291092000085
