what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291090038131
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291090039607
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291090061171
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291090066751
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291090135294
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1291090161970
activated,view,com.adobe.flexbuilder.as.editor,4.0.1.277662,com.adobe.flexbuilder.packageexplorer,1291090164200
executed,command,com.adobe.flexbuilder.launching.ui,4.0.1.277662,com.adobe.flexbuilder.apollo.debug.apolloLaunchShortcut.debug,1291090169258
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291090172247
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291090198358
activated,editor,com.adobe.flexbuilder.mxml.editor,4.0.1.277662,com.adobe.flexbuilder.editors.mxml.MXMLEditor,1291090202687
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291090220148
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291090233490
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291090249704
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291090252543
activated,editor,com.adobe.flexbuilder.mxml.editor,4.0.1.277662,com.adobe.flexbuilder.editors.mxml.MXMLEditor,1291090285678
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1291090290456
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1291090290887
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1291090291370
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1291090292339
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1291090293337
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1291090295132
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291090316404
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291090320734
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291090355760
