what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291091130886
activated,editor,com.adobe.flexbuilder.mxml.editor,4.0.1.277662,com.adobe.flexbuilder.editors.mxml.MXMLEditor,1291091136823
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1291091140628
activated,view,com.adobe.flexbuilder.as.editor,4.0.1.277662,com.adobe.flexbuilder.packageexplorer,1291091143673
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291091144941
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291091147656
executed,command,com.adobe.flexbuilder.launching.ui,4.0.1.277662,com.adobe.flexbuilder.apollo.debug.apolloLaunchShortcut.debug,1291091161885
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291091164585
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291091208339
activated,editor,com.adobe.flexbuilder.mxml.editor,4.0.1.277662,com.adobe.flexbuilder.editors.mxml.MXMLEditor,1291091210766
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291091230794
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291091247510
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1291091268132
activated,editor,com.adobe.flexbuilder.mxml.editor,4.0.1.277662,com.adobe.flexbuilder.editors.mxml.MXMLEditor,1291091269753
activated,editor,com.adobe.flexbuilder.mxml.editor,4.0.1.277662,com.adobe.flexbuilder.editors.mxml.MXMLEditor,1291091280422
activated,editor,com.adobe.flexbuilder.mxml.editor,4.0.1.277662,com.adobe.flexbuilder.editors.mxml.MXMLEditor,1291091290798
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291091325458
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291091756293
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1291091797477
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1291091804945
executed,command,,,AUTOGEN:::com.adobe.flexbuilder.debug.ui.mxmlRulerActions/com.adobe.flexbuilder.debug.ui.mxmlDoubleClickBreakpointAction,1291091822721
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291091827126
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291091875701
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1291091880361
activated,view,com.adobe.flexbuilder.as.editor,4.0.1.277662,com.adobe.flexbuilder.packageexplorer,1291091884426
