what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291329656506
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291329660216
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291329664010
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291329666718
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291329670411
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291329678817
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291329682283
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291329687279
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291329690456
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291329693475
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291329699563
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291329704609
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291329708156
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291329712445
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291329715011
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291329717876
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291329721124
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291329724682
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1291329727952
activated,editor,com.adobe.flexbuilder.mxml.editor,4.0.1.277662,com.adobe.flexbuilder.editors.mxml.MXMLEditor,1291329729470
activated,editor,com.adobe.flexbuilder.mxml.editor,4.0.1.277662,com.adobe.flexbuilder.editors.mxml.MXMLEditor,1291329731762
activated,editor,com.adobe.flexbuilder.mxml.editor,4.0.1.277662,com.adobe.flexbuilder.editors.mxml.MXMLEditor,1291329733872
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1291329745051
activated,editor,com.adobe.flexbuilder.mxml.editor,4.0.1.277662,com.adobe.flexbuilder.editors.mxml.MXMLEditor,1291329747137
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1291329751726
